,entry_time,entry_price,position,size,stop_loss,take_profit,market_regime,volatility_pct,session,entry_type,exit_time,exit_price,pnl,return_pct,direction,volatility_state
10,2025-10-29 18:45:00+00:00,110816.785,-1,0.058096822002384814,111660.20718728511,109129.94062542978,Trend_Down,0.7815592267256868,NY,Pullback,2025-10-29 21:30:00+00:00,111660.20718728511,-49.00014868756481,-0.7610960625550588,Short,Low
11,2025-10-29 21:45:00+00:00,111642.355,-1,0.060161214374473894,112452.76330792827,110021.53838414345,Trend_Down,0.8748363923220808,Asia,Pullback,2025-10-29 23:30:00+00:00,110021.53838414345,97.51029588825483,1.451793645750794,Short,Normal
12,2025-10-30 02:15:00+00:00,110926.6755,-1,0.12732526185056997,111313.42278571428,110153.18092857143,Trend_Down,0.9953943898990952,Asia,Pullback,2025-10-30 04:00:00+00:00,110153.18092857143,98.48539884713725,0.6973025811348429,Short,Normal
13,2025-10-30 07:00:00+00:00,111241.1735,-1,0.04915064920870833,112253.06504606309,109217.39040787383,Neutral,1.2351839287662782,Asia,Mean Reversion,2025-10-30 12:15:00+00:00,109217.39040787383,99.4702528356088,1.8192752093955367,Short,Normal
14,2025-10-30 14:30:00+00:00,108304.77,-1,0.05101012082443824,109289.52512055475,106335.25975889049,Trend_Down,1.3338587049390833,NY,Pullback,2025-10-30 16:00:00+00:00,109289.52512055475,-50.232477681982026,-0.9092444594589414,Short,Normal
15,2025-10-30 16:15:00+00:00,108147.75,-1,0.04698057790315443,109211.62187055475,106020.00625889048,Trend_Down,1.4859458041790372,NY,Pullback,2025-10-30 17:30:00+00:00,109211.62187055475,-49.981315293572095,-0.9837207621561714,Short,Normal
16,2025-10-30 20:30:00+00:00,107282.0385,-1,0.03410825606436613,108740.08457023167,104365.94635953665,Trend_Down,1.6439772594572053,NY,Pullback,2025-10-30 23:30:00+00:00,108740.08457023167,-49.73140871710482,-1.3590775218460056,Short,High
17,2025-10-30 23:45:00+00:00,108316.8615,-1,0.08304121268651095,108912.74335278943,107125.09779442115,Trend_Down,1.6094754306353831,Asia,Pullback,2025-10-31 00:45:00+00:00,108912.74335278943,-49.482751673519495,-0.5501284329489484,Short,High
18,2025-10-31 02:00:00+00:00,109061.7,1,0.08589638994982556,108488.50550435342,110208.08899129315,Trend_Down,1.6399873448898494,Asia,Pullback,2025-10-31 04:30:00+00:00,110208.08899129315,98.47067583030342,1.051138017556253,Long,High
19,2025-10-31 04:45:00+00:00,110068.7255,1,0.09249785957173502,109531.11639721057,111143.94370557886,Neutral,1.4021949171691304,Asia,Mean Reversion,2025-10-31 06:30:00+00:00,109531.11639721057,-49.727691294303064,-0.4884303877847927,Long,Normal
20,2025-10-31 07:30:00+00:00,109533.189,1,0.15053459837746805,109204.50009146243,110190.56681707515,Neutral,1.0916138678065224,Asia,Mean Reversion,2025-10-31 08:00:00+00:00,109204.50009146243,-49.47905283783192,-0.30008156572303696,Long,Normal
21,2025-10-31 12:15:00+00:00,110146.305,1,0.1193946981702573,109733.96125,110970.9925,Neutral,0.8584439990344181,London,Mean Reversion,2025-10-31 12:30:00+00:00,109733.96125,-49.23165757364203,-0.3743600386776479,Long,Normal
22,2025-10-31 12:45:00+00:00,109636.33,1,0.11603039136587222,109214.15182142858,110480.68635714285,Neutral,0.8584439990344181,London,Mean Reversion,2025-10-31 14:00:00+00:00,110480.68635714285,97.97099857154743,0.7701428505887173,Long,Normal
23,2025-10-31 16:30:00+00:00,109641.7765,1,0.08142284924852963,109034.14172996616,110857.04604006773,Neutral,0.8631703481991229,NY,Mean Reversion,2025-10-31 16:45:00+00:00,109034.14172996616,-49.4753542786313,-0.5542000407425466,Long,Normal
24,2025-10-31 17:00:00+00:00,108855.04,1,0.07332010127502032,108183.62825,110197.86349999999,Neutral,0.8641768236411017,NY,Mean Reversion,2025-10-31 19:45:00+00:00,110197.86349999999,98.45595501447715,1.233588724968544,Long,Normal
25,2025-10-31 20:00:00+00:00,109719.54,-1,0.09363007100028811,110250.56872561271,108657.48254877457,Neutral,0.9124242053596645,NY,Mean Reversion,2025-11-01 03:30:00+00:00,110250.56872561271,-49.72025728231144,-0.48398737874103326,Short,Normal
26,2025-11-01 06:15:00+00:00,109970.066,1,0.16224016515874204,109665.13746428571,110579.92307142858,Neutral,0.537889077661144,Asia,Mean Reversion,2025-11-01 13:30:00+00:00,109665.13746428571,-49.4716559959005,-0.2772832160656286,Long,Low
27,2025-11-01 18:30:00+00:00,110218.456,1,0.18390266926252033,109950.79105574815,110753.78588850371,Chaos,0.3532747997081828,NY,Mean Reversion,2025-11-01 21:45:00+00:00,109950.79105574815,-49.2242977159196,-0.24284947727071562,Long,Low
28,2025-11-01 22:00:00+00:00,109917.51,1,0.1883741335483018,109657.50521428572,110437.51957142857,Chaos,0.36800602061544585,Asia,Mean Reversion,2025-11-02 04:30:00+00:00,110437.51957142857,97.95635245468077,0.4730907490795332,Long,Low
29,2025-11-02 08:00:00+00:00,110743.82,1,0.17825407926495274,110466.30625000001,111298.8475,Chaos,0.3893989061930873,London,Mean Reversion,2025-11-02 10:00:00+00:00,110466.30625000001,-49.467957989613964,-0.2505907327379516,Long,Low
